module,submodule,annotation,code
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicacao7903WDBPOnNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicDieta7986WDBPOnNewRecord extends DefaultCommand{
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicElem7994WDBPNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicElem7995WDBPNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicEvento7900WDBPNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicMaterial7987WDBPOnNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicMaterial8223WDBPOnNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicProc7964WDBPNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicProc8005WDBPInsertUpdate extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicProc8005WDBPOnNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class ProtocoloMedicProcWDBPHandler extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class SuplementoOralNewRecord extends DefaultCommand {
atepac,atepacpt,extends DefaultCommand,public class SupportNutritionalNewRecord extends DefaultCommand {
atepac,atepacpt,@NamedAction,"@NamedAction(name = ""atePacPT.tipoProtocoloActivation"", referedInterface = WDBPanelAction.class)"
atepac,atepacpt,@TasyFeature,"@TasyFeature(""ElsevierIntegration"")"
atepac,atepacqe,@TasyFeature,"@TasyFeature(""AtePacQE"")"
atepac,atepacqe,extends WhebAction,public class ExportXML extends WhebAction {
atepac,atepacqe,@NamedAction,"@NamedAction(name = ""AtePacQE.importStructureXML"", referedInterface = WImporterAction.class)"
atepac,atepacqp,@TasyFeature,"@TasyFeature(""AtePac_QP"")"
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""atePacQP.AgendaQuimioAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""atePacQP.AtivarPacienteAtendimentoWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""atePacQP.AtivarSetorPacienteWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacqp,@TasyFeature,"@TasyFeature(""AtePacQP"")"
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""AtivarSequenciaLocalAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""atepacqp.ConsultatioinScheduleDBPAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacqp,extends WhebAction,public class DataPrevistaAction extends WhebAction{
atepac,atepacqp,extends DefaultCommand,public class QtBlockWDBP extends DefaultCommand{
atepac,atepacqp,extends DefaultCommand,public class QtRegraResumoWDBPnewRecord extends DefaultCommand{
atepac,atepacqp,@NamedAction,"@NamedAction(name = ""atePacQP.StatusItemAgendaWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacqp,@W,"@WCalendarInterceptor(""WCalendarChemoScheduleAnnualAction"")"
atepac,atepacqp,@W,"@WCalendarInterceptor(""WCalendarChemoScheduleMonthlyAction"")"
atepac,atepacqt,@TasyFeature,"@TasyFeature(""AtePac_QT"")"
atepac,atepacqt,@NamedAction,"@NamedAction(name = ""ImportarModeloAction"", referedInterface = WImporterAction.class)"
atepac,atepacqt,extends DefaultCommand,public class TranscricaoPrescricaoArqWDBPHandler extends DefaultCommand{
atepac,atepacqt,extends WhebAction,public class WModeloImportarAction extends WhebAction {
atepac,atepacr3,@TasyFeature,"@TasyFeature(""AtePacR3"")"
atepac,atepacr3,@NamedAction,"@NamedAction(name = ""conferenciaWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacr3,extends WhebAction,public class AtePacR3Action extends WhebAction {
atepac,atepacr3,@NamedAction,"@NamedAction(name = ""FrascoPatoLocActionWCP"", referedInterface = WCPanelAction.class)"
atepac,atepacr3,@NamedAction,"@NamedAction(name = ""AtivarSelecaoPrescricaoAction"", referedInterface = WCPanelAction.class)"
atepac,atepacr3,extends DefaultCommand,public class FrascoPatoLocWDBP extends DefaultCommand {
atepac,atepacrc,@TasyFeature,"@TasyFeature(""AtePacRC"")"
atepac,atepacrc,@NamedAction,"@NamedAction(name = ""AtualizarConsultaAgendaAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacrc,extends WhebAction,public class AtePac_RCProcedures extends WhebAction{
atepac,atepacrg,@TasyFeature,"@TasyFeature(""AtePacRG"")"
atepac,atepacrg,@NamedAction,"@NamedAction(name = ""GerconIntegration"", referedInterface = WCPanelAction.class)"
atepac,atepacrm,@TasyFeature,"@TasyFeature(""AtePacRM"")"
atepac,atepacrp,@TasyFeature,"@TasyFeature(""AtePacRP"")"
atepac,atepacrp,extends WhebAction,public class AtivarRxtAgendaPlanejamentoAction extends WhebAction {
atepac,atepacrp,@W,"@WCalendarInterceptor(""WCalendarLoadColorsCalendarsAction"")"
atepac,atepacrp,@NamedAction,"@NamedAction(name = ""AtePacRP.ScheduleWDBP"", referedInterface = WDBPanelAction.class)"
atepac,atepacrq,@NamedAction,"@NamedAction(name = ""atepacrq.AtualizarConsultaRespostaAction"", referedInterface = WCPanelAction.class)"
atepac,atepacrr,@TasyFeature,"@TasyFeature(""AtePac_RR"")"
atepac,atepacrr,@NamedAction,"@NamedAction(name = ""GestaoReservasAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacrr,@NamedAction,"@NamedAction(name = ""ReservasAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacrr,@NamedAction,"@NamedAction(name = ""ReservasWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacrr,extends DefaultCommand,public class NutReservaPfConsWDBPHandler extends DefaultCommand {
atepac,atepacrr,extends DefaultCommand,public class NutReservaPfWDBPHandler extends DefaultCommand {
atepac,atepacrr,extends DefaultCommand,public class NutReserveServicesWDBPHandler extends DefaultCommand {
atepac,atepacrr,extends DefaultCommand,public class NutTipoReservaControlWDBP extends DefaultCommand {
atepac,atepacrt,@TasyFeature,"@TasyFeature(""AtePacRT"")"
atepac,atepacrt,extends DefaultCommand,public class RxtTratCheckFilmDbpPost extends DefaultCommand {
atepac,atepacrx,extends WhebAction,public class AtePacRXAction extends WhebAction {
atepac,atepacrx,@TasyFeature,"@TasyFeature(""AtePacRX"")"
atepac,atepacrx,@W,@WImageAddInterceptor(445072)
atepac,atepacrx,@NamedAction,"@NamedAction(name = ""PatientsInTreatmentAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacrx,@W,@WImageAddInterceptor(838548)
atepac,atepacrx,extends DefaultCommand,public class RxtTreatmentOnInsertUpdate extends DefaultCommand {
atepac,atepacrx,@NamedAction,"@NamedAction(name = ""TypeProtocolLookupAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacrx,extends DefaultCommand,public class ComplicationsHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class HistoricoAtendimentoProcedures extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class CheckFilmHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class SimulationScheduleHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtBraqAplicTratWDBPHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class PhaseHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtMedidaAcessorioPacWDBP extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtAgendaWDBP extends DefaultCommand{
atepac,atepacrx,extends WhebAction,public class AtePac_RXProcedures extends WhebAction{
atepac,atepacrx,extends DefaultCommand,public class BrachyTherapyHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class InsertsHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class BlocksHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class InternalProcedureHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class TratAccessorioPacOnInsertUpdate extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class AgendaTratamentoOnInsertUpdate extends DefaultCommand{
atepac,atepacrx,extends DefaultCommand,public class AgendaTratamentoOnNewRecord extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxTratamentoTeleterapiaWDBPHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtTumorOnInsertUpdateHandler extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtCampoWDBPHandler extends DefaultCommand {
atepac,atepacrx,@W,@WImageAddInterceptor(445072)
atepac,atepacrx,extends DefaultCommand,public class RxtPlanejamentoFisicoHandler extends DefaultCommand {
atepac,atepacrx,@W,"@WCalendarInterceptor(""AtePacRX.AnnualWCalendarAction"")"
atepac,atepacrx,@NamedAction,"@NamedAction(name = ""atePacRX.AtivarRxtAgendaAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacrx,extends DefaultCommand,public class RxtAgendaWDBP extends DefaultCommand{
atepac,atepacrx,extends DefaultCommand,public class RxtTratCheckFilmMedOnInsertUpdate extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class RxtTratCheckFilmTecOnInsertUpdate extends DefaultCommand {
atepac,atepacrx,extends DefaultCommand,public class TratCheckFilmMedOnInsertUpdate extends DefaultCommand{
atepac,atepacsa,@TasyFeature,"@TasyFeature(""AtePacSA"")"
atepac,atepacsa,extends WhebAction,public class AnamneseAction extends WhebAction {
atepac,atepacsa,extends WhebAction,public class ConfirmarDiagnosticoAction extends WhebAction {
atepac,atepacsc,@TasyFeature,"@TasyFeature(""AtePacSC"")"
atepac,atepacsc,@NamedAction,"@NamedAction(name = ""activateWJTreeNewAtePacSC"", referedInterface = WhebActionWJTreeNew.class)"
atepac,atepacsc,extends WhebAction,public class AtePacSCTreeAction extends WhebActionWJTreeNew {
atepac,atepacsc,extends WhebAction,public class Generics extends WhebAction {
atepac,atepacsc,extends DefaultCommand,public class PePrescricaoWDBPNewRecord extends DefaultCommand {
atepac,atepacsc,extends DefaultCommand,public class PePrescrProcWDBP extends DefaultCommand {
atepac,atepacsc,extends DefaultCommand,public class CuidadosSaps22856WDBP extends DefaultCommand {
atepac,atepacsc,extends DefaultCommand,public class PePrescricao26777WDBP extends DefaultCommand {
atepac,atepacsd,extends DefaultCommand,public class AbortWDBPanelAction extends DefaultCommand
atepac,atepacsd,@TasyFeature,"@TasyFeature(""AtePacSD"")"
atepac,atepacsd,extends DefaultCommand,public class WDBPRuleInterception extends DefaultCommand{
atepac,atepacse,@TasyFeature,"@TasyFeature(""AtePacSE"")"
atepac,atepacse,extends WhebAction,public class InutilizarTodasSenhaAction extends WhebAction {
atepac,atepacse,extends WhebAction,public class Queues extends WhebAction {
atepac,atepacse,@NamedAction,"@NamedAction(name = ""ativarCondicoesAutoatendimentoAction"", referedInterface = WDBPanelAction.class)"
atepac,atepacse,@NamedAction,"@NamedAction(name = ""ativarMonitorAction"", referedInterface = WCPanelAction.class)"
atepac,atepacse,extends DefaultCommand,public class PessoaFisicaWDBPInsertUpdate extends DefaultCommand {
atepac,atepacse,@TasyFeature,"@TasyFeature(""WautoAtendimento"")"
atepac,atepacse,@NamedAction,"@NamedAction(name = ""atepacse.QueueMonitoringWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacse,@NamedAction,"@NamedAction(name = ""atepacse.WaitingNumberMonitoringWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacse,extends WhebAction,public class ExportXML extends WhebAction {
atepac,atepacse,@NamedAction,"@NamedAction(name = ""AtePacSE.importStructureXML"", referedInterface = WImporterAction.class)"
atepac,atepacse,extends DefaultCommand,public class AttributeHandler extends DefaultCommand {
atepac,atepacsi,@TasyFeature,"@TasyFeature(""AtePacSI"")"
atepac,atepacsi,extends DefaultCommand,public class NotificacaoSinanWDBPPost extends DefaultCommand {
atepac,atepacsi,@NamedAction,"@NamedAction(name = ""atepacsi.IeExameLookupAction"", referedInterface = NativeLookupAction.class)"
atepac,atepacsi,extends WhebAction,public class EnviarEmailSecretariaWDLGAction extends WhebAction {
atepac,atepacsm,@TasyFeature,"@TasyFeature(""AtePacSMCommonServer"")"
atepac,atepacsm,@TasyFeature,"@TasyFeature(""AtePacSM"")"
atepac,atepacsm,extends WhebAction,public class SismamaEpisodePostAction extends WhebAction {
atepac,atepacsm,extends DefaultCommand,public class AnamnesisDataWDBP extends DefaultCommand {
atepac,atepacsm,extends WhebAction,public class AnamnesisRadioDataAction extends WhebAction {
atepac,atepacsm,extends DefaultCommand,public class AnamnesisRadioDataWDBP extends DefaultCommand {
atepac,atepacsm,extends DefaultCommand,public class ClinicalIndicationWDBP extends DefaultCommand {
atepac,atepacsm,extends WhebAction,public class RadiologicalFindingAction extends WhebAction {
atepac,atepacsm,extends DefaultCommand,public class RadiologicalFindingPost extends DefaultCommand {
atepac,atepacsn,@TasyFeature,"@TasyFeature(""AtePacSN"")"
atepac,atepacss,@TasyFeature,"@TasyFeature(""AtePacSS"")"
atepac,atepacss,extends WhebAction,public class AtepacSSGeneralAction extends WhebAction {
atepac,atepacss,extends DefaultCommand,public class Escala10355WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class EscalaClassif10349WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class EscalaDiaria10339WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class EscalaDiariaAdic10345WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class EscalaGrupo10351WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class EscalaHorario10360WDBP extends DefaultCommand {
atepac,atepacss,extends DefaultCommand,public class PatientScheduleInterceptor extends DefaultCommand {
atepac,atepacsu,@TasyFeature,"@TasyFeature(""AtePacSU"")"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""AdepSuep"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@W,@WChartAction(1130019)
atepac,atepacsu,extends WhebAction,public class Algorithms extends WhebAction {
atepac,atepacsu,@W,    @WChartSerieResource(1130019)
atepac,atepacsu,@W,@WChartAction(1122401)
atepac,atepacsu,@W,    @WChartSerieResource(1122401)
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""CPOEActionItens"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""CPOEDelayedItems"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""CPOENutritionSUEP"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""Diagnoses857671Action"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""DiretrivasTratamentoAction"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""EncounterSUEP"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""PrevisaoAltaWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""SuePExamsAndProceduresWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""examsInGridWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""HealthProgramsWCPAction"", referedInterface = WCPanelAction.class)"
atepac,atepacsu,@NamedAction,"@NamedAction(name = ""IntakesAndOutputsWCPAction"", referedInterface = WCPanelAction.class)"
